ID,CASENO,OFFENSE,CVLEGEND,CVDOW,Block_Location,BLKADDR,City,State,Day,Lat,Lon,timestamp
119,17050347,THEFT MISD. (UNDER $950),LARCENY,4,"2400 DANA ST
Berkeley, CA
(37.866508, -122.261057)",2400 DANA ST,Berkeley,CA,Thursday,37.866508,-122.261057,24/08/2017 23:20
120,17049334,THEFT FROM AUTO,LARCENY - FROM VEHICLE,5,"1200 NINTH ST
Berkeley, CA
(37.881894, -122.298668)",1200 NINTH ST,Berkeley,CA,Friday,37.881894,-122.298668,18/08/2017 17:00
121,17035803,DOMESTIC VIOLENCE,FAMILY OFFENSE,3,"2000 VIRGINIA ST
Berkeley, CA
(37.876297, -122.27124)",2000 VIRGINIA ST,Berkeley,CA,Wednesday,37.876297,-122.27124,21/06/2017 18:33
122,17035904,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,4,"1600 CHANNING WAY
Berkeley, CA
(37.864333, -122.278792)",1600 CHANNING WAY,Berkeley,CA,Thursday,37.864333,-122.278792,22/06/2017 1:00
123,17018870,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2,"1600 SHORT ST
Berkeley, CA
(37.875779, -122.28347)",1600 SHORT ST,Berkeley,CA,Tuesday,37.875779,-122.28347,4/4/2017 12:30
124,17045293,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,4,"1600 HEARST AVE
Berkeley, CA
(37.87247, -122.279718)",1600 HEARST AVE,Berkeley,CA,Thursday,37.87247,-122.279718,3/8/2017 23:18
125,17043854,THEFT MISD. (UNDER $950),LARCENY,5,"2500 BANCROFT WAY
Berkeley, CA
(37.868722, -122.259123)",2500 BANCROFT WAY,Berkeley,CA,Friday,37.868722,-122.259123,28/07/2017 11:45
126,17020459,THEFT FELONY (OVER $950),LARCENY,3,"1200 ASHBY AVE
Berkeley, CA
(37.852211, -122.286336)",1200 ASHBY AVE,Berkeley,CA,Wednesday,37.852211,-122.286336,5/4/2017 0:00
127,17028805,THEFT MISD. (UNDER $950),LARCENY,1,"800 DELAWARE ST
Berkeley, CA
(37.870393, -122.299532)",800 DELAWARE ST,Berkeley,CA,Monday,37.870393,-122.299532,15/05/2017 9:00
128,17039061,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,5,"2500 LE CONTE AVE
Berkeley, CA
(37.876965, -122.260544)",2500 LE CONTE AVE,Berkeley,CA,Friday,37.876965,-122.260544,30/06/2017 19:00
129,17027991,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,3,"900 OXFORD ST
Berkeley, CA
(37.891515, -122.270039)",900 OXFORD ST,Berkeley,CA,Wednesday,37.891515,-122.270039,17/05/2017 17:00
130,17043008,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,5,"2200 SHATTUCK AVE
Berkeley, CA
(37.869363, -122.268028)",2200 SHATTUCK AVE,Berkeley,CA,Friday,37.869363,-122.268028,21/07/2017 18:00
131,17034196,THEFT MISD. (UNDER $950),LARCENY,3,"2500 HILLEGASS AVE
Berkeley, CA
(37.865149, -122.256487)",2500 HILLEGASS AVE,Berkeley,CA,Wednesday,37.865149,-122.256487,14/06/2017 17:20
132,17090741,BURGLARY AUTO,BURGLARY - VEHICLE,4,"1623 MARTIN LUTHER KING JR WAY
Berkeley, CA
(37.876978, -122.273612)",1623 MARTIN LUTHER KING JR WAY,Berkeley,CA,Thursday,37.876978,-122.273612,30/03/2017 1:00
133,17038338,NARCOTICS,DRUG VIOLATION,1,"ASHBY AVENUE &amp; SAN PABLO AVE
Berkeley, CA
(37.852155, -122.28661)",ASHBY AVENUE & SAN PABLO AVE,Berkeley,CA,Monday,37.852155,-122.28661,3/7/2017 3:10
134,17030696,VANDALISM,VANDALISM,5,"1600 DWIGHT WAY
Berkeley, CA
(37.862516, -122.27853)",1600 DWIGHT WAY,Berkeley,CA,Friday,37.862516,-122.27853,26/05/2017 9:00
135,17091597,VANDALISM,VANDALISM,5,"1800 SPRUCE ST
Berkeley, CA
(37.875063, -122.265474)",1800 SPRUCE ST,Berkeley,CA,Friday,37.875063,-122.265474,11/8/2017 20:06
136,17091281,VANDALISM,VANDALISM,0,"ALLSTON WAY &amp; CALIFORNIA ST
Berkeley, CA
(37.867106, -122.286054)",ALLSTON WAY & CALIFORNIA ST,Berkeley,CA,Sunday,37.867106,-122.286054,2/7/2017 21:45
137,17090831,BURGLARY AUTO,BURGLARY - VEHICLE,3,"2100 ESSEX ST
Berkeley, CA
(37.853861, -122.26598)",2100 ESSEX ST,Berkeley,CA,Wednesday,37.853861,-122.26598,26/04/2017 3:15
138,17041313,DISTURBANCE,DISORDERLY CONDUCT,0,"1700 UNIVERSITY AVE
Berkeley, CA
(37.870948, -122.27733)",1700 UNIVERSITY AVE,Berkeley,CA,Sunday,37.870948,-122.27733,16/07/2017 9:04
139,17018932,DISTURBANCE,DISORDERLY CONDUCT,2,"1600 DERBY ST
Berkeley, CA
(37.859006, -122.277874)",1600 DERBY ST,Berkeley,CA,Tuesday,37.859006,-122.277874,4/4/2017 21:00
140,17091366,THEFT MISD. (UNDER $950),LARCENY,2,"1800 DELAWARE ST
Berkeley, CA
(37.873921, -122.275577)",1800 DELAWARE ST,Berkeley,CA,Tuesday,37.873921,-122.275577,11/7/2017 21:30
141,17036842,DISTURBANCE,DISORDERLY CONDUCT,5,"2200 NINTH ST
Berkeley, CA
(37.865875, -122.293523)",2200 NINTH ST,Berkeley,CA,Friday,37.865875,-122.293523,23/06/2017 17:45
142,17031936,THEFT FELONY (OVER $950),LARCENY,0,"1900 FOURTH ST
Berkeley, CA
(37.868281, -122.300102)",1900 FOURTH ST,Berkeley,CA,Sunday,37.868281,-122.300102,4/6/2017 14:40
143,17031638,ASSAULT/BATTERY MISD.,ASSAULT,6,"2400 ASHBY AVE
Berkeley, CA
(37.856111, -122.260248)",2400 ASHBY AVE,Berkeley,CA,Saturday,37.856111,-122.260248,3/6/2017 1:30
144,17046537,VANDALISM,VANDALISM,2,"1600 BLAKE ST
Berkeley, CA
(37.861653, -122.278529)",1600 BLAKE ST,Berkeley,CA,Tuesday,37.861653,-122.278529,8/8/2017 19:00
145,17047912,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2,"2700 DURANT AVE
Berkeley, CA
(37.868352, -122.254459)",2700 DURANT AVE,Berkeley,CA,Tuesday,37.868352,-122.254459,15/08/2017 4:00
146,17019621,THEFT MISD. (UNDER $950),LARCENY,6,"2000 OREGON ST
Berkeley, CA
(37.857409, -122.268473)",2000 OREGON ST,Berkeley,CA,Saturday,37.857409,-122.268473,8/4/2017 18:04
147,17038975,DISTURBANCE,DISORDERLY CONDUCT,4,"1300 ADDISON ST
Berkeley, CA
(37.868913, -122.28608)",1300 ADDISON ST,Berkeley,CA,Thursday,37.868913,-122.28608,6/7/2017 6:00
148,17090675,BURGLARY AUTO,BURGLARY - VEHICLE,1,"1400 GRANT ST
Berkeley, CA
(37.880334, -122.27627)",1400 GRANT ST,Berkeley,CA,Monday,37.880334,-122.27627,3/4/2017 13:05
149,17091341,IDENTITY THEFT,FRAUD,0,"1900 BERRYMAN ST
Berkeley, CA
(37.883285, -122.274145)",1900 BERRYMAN ST,Berkeley,CA,Sunday,37.883285,-122.274145,7/5/2017 13:00
150,17032854,THEFT FELONY (OVER $950),LARCENY,4,"2000 MILVIA ST
Berkeley, CA
(37.871461, -122.270706)",2000 MILVIA ST,Berkeley,CA,Thursday,37.871461,-122.270706,8/6/2017 12:20
151,17023058,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2,"2000 BANCROFT WAY
Berkeley, CA
(37.867336, -122.269876)",2000 BANCROFT WAY,Berkeley,CA,Tuesday,37.867336,-122.269876,25/04/2017 19:31
152,17031499,THEFT MISD. (UNDER $950),LARCENY,4,"900 VIRGINIA ST
Berkeley, CA
(37.872545, -122.298043)",900 VIRGINIA ST,Berkeley,CA,Thursday,37.872545,-122.298043,1/6/2017 9:20
153,17015290,IDENTITY THEFT,FRAUD,5,"2800 REGENT ST
Berkeley, CA
(37.859589, -122.257019)",2800 REGENT ST,Berkeley,CA,Friday,37.859589,-122.257019,17/03/2017 8:00
154,17091502,BURGLARY AUTO,BURGLARY - VEHICLE,2,"1100 KAINS AVE
Berkeley, CA
(37.882972, -122.295656)",1100 KAINS AVE,Berkeley,CA,Tuesday,37.882972,-122.295656,1/8/2017 12:10
155,17024233,NARCOTICS,DRUG VIOLATION,0,"ADDISON STREET &amp; FOURTH ST
Berkeley, CA
(37.866253, -122.299483)",ADDISON STREET & FOURTH ST,Berkeley,CA,Sunday,37.866253,-122.299483,30/04/2017 22:24
156,17091272,BURGLARY AUTO,BURGLARY - VEHICLE,0,"2745 BANCROFT WAY
Berkeley, CA
(37.869545, -122.252577)",2745 BANCROFT WAY,Berkeley,CA,Sunday,37.869545,-122.252577,2/7/2017 10:00
157,17026023,BURGLARY AUTO,BURGLARY - VEHICLE,3,"1800 SAN JUAN AVE
Berkeley, CA
(37.898645, -122.280593)",1800 SAN JUAN AVE,Berkeley,CA,Wednesday,37.898645,-122.280593,26/04/2017 9:30
158,17020874,2ND RESPONSE,NOISE VIOLATION,6,"1300 SCENIC AVE
Berkeley, CA
(37.883404, -122.263439)",1300 SCENIC AVE,Berkeley,CA,Saturday,37.883404,-122.263439,15/04/2017 0:26
159,17020132,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2,"1600 STANNAGE AVE
Berkeley, CA
(37.875324, -122.292268)",1600 STANNAGE AVE,Berkeley,CA,Tuesday,37.875324,-122.292268,11/4/2017 13:12
160,17049855,BURGLARY AUTO,BURGLARY - VEHICLE,2,"1200 ORDWAY ST
Berkeley, CA
(37.881602, -122.286332)",1200 ORDWAY ST,Berkeley,CA,Tuesday,37.881602,-122.286332,22/08/2017 22:00
161,17032240,MUNICIPAL CODE,ALL OTHER OFFENSES,1,"2000 UNIVERSITY AVE
Berkeley, CA
(37.871828, -122.270516)",2000 UNIVERSITY AVE,Berkeley,CA,Monday,37.871828,-122.270516,5/6/2017 21:46
162,17027628,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2,"3100 SACRAMENTO ST
Berkeley, CA
(37.851477, -122.278651)",3100 SACRAMENTO ST,Berkeley,CA,Tuesday,37.851477,-122.278651,16/05/2017 1:10
163,17012619,FRAUD/FORGERY,FRAUD,4,"1400 SHATTUCK AVE
Berkeley, CA
(37.881957, -122.269551)",1400 SHATTUCK AVE,Berkeley,CA,Thursday,37.881957,-122.269551,2/3/2017 12:30
164,17025764,THEFT MISD. (UNDER $950),LARCENY,0,"2700 MILVIA ST
Berkeley, CA
(37.860225, -122.269453)",2700 MILVIA ST,Berkeley,CA,Sunday,37.860225,-122.269453,7/5/2017 11:00
165,17091301,BURGLARY AUTO,BURGLARY - VEHICLE,4,"FIFTH STREET &amp; HARRISON ST
Berkeley, CA
(37.880922, -122.303115)",FIFTH STREET & HARRISON ST,Berkeley,CA,Thursday,37.880922,-122.303115,6/7/2017 17:00
166,17018859,NARCOTICS,DRUG VIOLATION,3,"1200 UNIVERSITY AVE
Berkeley, CA
(37.869385, -122.28953)",1200 UNIVERSITY AVE,Berkeley,CA,Wednesday,37.869385,-122.28953,5/4/2017 5:02
167,17091492,THEFT FELONY (OVER $950),LARCENY,4,"1313 MARTIN LUTHER KING JR WAY 1
Berkeley, CA
(37.882701, -122.274215)",1313 MARTIN LUTHER KING JR WAY 1,Berkeley,CA,Thursday,37.882701,-122.274215,27/07/2017 18:50
168,17038573,THEFT MISD. (UNDER $950),LARCENY,2,"2800 ADELINE ST
Berkeley, CA
(37.858079, -122.268016)",2800 ADELINE ST,Berkeley,CA,Tuesday,37.858079,-122.268016,4/7/2017 12:25
169,17012849,THEFT MISD. (UNDER $950),LARCENY,2,"1800 FRANKLIN ST
Berkeley, CA
(37.872706, -122.285732)",1800 FRANKLIN ST,Berkeley,CA,Tuesday,37.872706,-122.285732,7/3/2017 18:00
170,17023742,2ND RESPONSE,NOISE VIOLATION,6,"2500 FULTON ST
Berkeley, CA
(37.864238, -122.265263)",2500 FULTON ST,Berkeley,CA,Saturday,37.864238,-122.265263,29/04/2017 0:09
171,17091496,IDENTITY THEFT,FRAUD,1,"800 ARLINGTON AVE
Berkeley, CA
(37.894702, -122.275053)",800 ARLINGTON AVE,Berkeley,CA,Monday,37.894702,-122.275053,31/07/2017 13:40
172,17020399,DISTURBANCE,DISORDERLY CONDUCT,1,"1500 ACTON ST
Berkeley, CA
(37.878051, -122.285222)",1500 ACTON ST,Berkeley,CA,Monday,37.878051,-122.285222,10/4/2017 10:45
173,17036256,THEFT MISD. (UNDER $950),LARCENY,5,"1200 CARRISON ST
Berkeley, CA
(37.851521, -122.28549)",1200 CARRISON ST,Berkeley,CA,Friday,37.851521,-122.28549,23/06/2017 18:36
174,17091380,THEFT MISD. (UNDER $950),LARCENY,6,"2600 MABEL ST
Berkeley, CA
(37.859881, -122.285128)",2600 MABEL ST,Berkeley,CA,Saturday,37.859881,-122.285128,15/07/2017 15:50
175,17091328,BURGLARY AUTO,BURGLARY - VEHICLE,1,"2800 SEVENTH ST
Berkeley, CA
(37.855106, -122.29242)",2800 SEVENTH ST,Berkeley,CA,Monday,37.855106,-122.29242,10/7/2017 18:00
176,17038783,ROBBERY,ROBBERY,3,"2900 REGENT ST
Berkeley, CA
(37.857787, -122.257013)",2900 REGENT ST,Berkeley,CA,Wednesday,37.857787,-122.257013,5/7/2017 11:55
177,17091038,THEFT FELONY (OVER $950),LARCENY,0,"3046 COLLEGE AVE
Berkeley, CA
(37.854358, -122.252784)",3046 COLLEGE AVE,Berkeley,CA,Sunday,37.854358,-122.252784,28/05/2017 4:30
178,17091143,IDENTITY THEFT,FRAUD,3,"900 REGAL RD
Berkeley, CA
(37.894494, -122.265521)",900 REGAL RD,Berkeley,CA,Wednesday,37.894494,-122.265521,3/5/2017 12:00
179,17044822,BURGLARY AUTO,BURGLARY - VEHICLE,2,"1100 SIXTH ST
Berkeley, CA
(37.882217, -122.302226)",1100 SIXTH ST,Berkeley,CA,Tuesday,37.882217,-122.302226,1/8/2017 20:00
180,17044250,BURGLARY AUTO,BURGLARY - VEHICLE,0,"GRANT STREET &amp; CHANNING WAY
Berkeley, CA
(37.864872, -122.274587)",GRANT STREET & CHANNING WAY,Berkeley,CA,Sunday,37.864872,-122.274587,30/07/2017 2:25
181,17038384,MISSING JUVENILE,MISSING PERSON,0,"4509 MARKET ST
Berkeley, CA
",4509 MARKET ST,Berkeley,CA,Sunday,,,2/7/2017 22:00
182,17022892,BURGLARY AUTO,BURGLARY - VEHICLE,1,"ALLSTON WAY &amp; SHATTUCK AVE
Berkeley, CA
(37.86939, -122.267883)",ALLSTON WAY & SHATTUCK AVE,Berkeley,CA,Monday,37.86939,-122.267883,24/04/2017 22:15
183,17042873,DISTURBANCE,DISORDERLY CONDUCT,0,"100 UNIVERSITY AVE
Berkeley, CA
(37.86331, -122.316113)",100 UNIVERSITY AVE,Berkeley,CA,Sunday,37.86331,-122.316113,23/07/2017 1:50
184,17042051,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,3,"2500 REGENT ST
Berkeley, CA
(37.865202, -122.257795)",2500 REGENT ST,Berkeley,CA,Wednesday,37.865202,-122.257795,19/07/2017 13:00
185,17090610,BURGLARY AUTO,BURGLARY - VEHICLE,5,"2900 CLAREMONT AVE
Berkeley, CA
(37.858993, -122.244574)",2900 CLAREMONT AVE,Berkeley,CA,Friday,37.858993,-122.244574,24/03/2017 15:10
186,17013136,VEHICLE STOLEN,MOTOR VEHICLE THEFT,4,"900 SANTA BARBARA RD
Berkeley, CA
(37.892625, -122.268439)",900 SANTA BARBARA RD,Berkeley,CA,Thursday,37.892625,-122.268439,9/3/2017 2:00
187,17091636,BURGLARY AUTO,BURGLARY - VEHICLE,6,"2600 DURANT AVE
Berkeley, CA
(37.868164, -122.256314)",2600 DURANT AVE,Berkeley,CA,Saturday,37.868164,-122.256314,12/8/2017 14:30
188,17026817,THEFT MISD. (UNDER $950),LARCENY,5,"1500 HEARST AVE
Berkeley, CA
(37.872158, -122.282066)",1500 HEARST AVE,Berkeley,CA,Friday,37.872158,-122.282066,12/5/2017 10:30
189,17037957,ASSAULT/BATTERY FEL.,ASSAULT,5,"1200 HASKELL ST
Berkeley, CA
(37.850541, -122.286037)",1200 HASKELL ST,Berkeley,CA,Friday,37.850541,-122.286037,30/06/2017 21:00
190,17040021,BURGLARY AUTO,BURGLARY - VEHICLE,1,"W FRONTAGE ROAD &amp; UNIVERSITY AVE
Berkeley, CA
(37.866265, -122.305592)",W FRONTAGE ROAD & UNIVERSITY AVE,Berkeley,CA,Monday,37.866265,-122.305592,10/7/2017 19:00
191,17012752,THEFT MISD. (UNDER $950),LARCENY,2,"HASTE STREET &amp; BOWDITCH ST
Berkeley, CA
(37.866311, -122.256361)",HASTE STREET & BOWDITCH ST,Berkeley,CA,Tuesday,37.866311,-122.256361,7/3/2017 7:00
192,17015731,DISTURBANCE,DISORDERLY CONDUCT,2,"1000 KEITH AVE
Berkeley, CA
(37.890366, -122.266998)",1000 KEITH AVE,Berkeley,CA,Tuesday,37.890366,-122.266998,21/03/2017 10:00
193,17047709,THEFT MISD. (UNDER $950),LARCENY,1,"2100 SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AVE,Berkeley,CA,Monday,37.871167,-122.268285,14/08/2017 11:47
194,17047394,ARSON,ARSON,6,"2000 BANCROFT WAY
Berkeley, CA
(37.867336, -122.269876)",2000 BANCROFT WAY,Berkeley,CA,Saturday,37.867336,-122.269876,12/8/2017 23:31
195,17044256,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,0,"2500 PIEDMONT AVE
Berkeley, CA
(37.865868, -122.251595)",2500 PIEDMONT AVE,Berkeley,CA,Sunday,37.865868,-122.251595,30/07/2017 3:50
196,17035759,VANDALISM,VANDALISM,3,"3200 SACRAMENTO ST
Berkeley, CA
(37.849431, -122.278174)",3200 SACRAMENTO ST,Berkeley,CA,Wednesday,37.849431,-122.278174,21/06/2017 14:00
197,17042018,DISTURBANCE,DISORDERLY CONDUCT,5,"2800 SACRAMENTO ST
Berkeley, CA
(37.856792, -122.279845)",2800 SACRAMENTO ST,Berkeley,CA,Friday,37.856792,-122.279845,14/07/2017 16:00
198,17048384,FRAUD/FORGERY,FRAUD,6,"1400 SPRUCE ST
Berkeley, CA
(37.88248, -122.266137)",1400 SPRUCE ST,Berkeley,CA,Saturday,37.88248,-122.266137,5/8/2017 11:30
199,17016721,DISTURBANCE,DISORDERLY CONDUCT,6,"3000 TELEGRAPH AVE
Berkeley, CA
(37.855435, -122.259841)",3000 TELEGRAPH AVE,Berkeley,CA,Saturday,37.855435,-122.259841,25/03/2017 19:18
200,17022535,NARCOTICS,DRUG VIOLATION,0,"UNIVERSITY AVENUE &amp; SECOND ST
Berkeley, CA
(37.866981, -122.302083)",UNIVERSITY AVENUE & SECOND ST,Berkeley,CA,Sunday,37.866981,-122.302083,23/04/2017 1:43
201,17091642,BURGLARY AUTO,BURGLARY - VEHICLE,5,"2400 HASTE ST
Berkeley, CA
(37.865849, -122.259977)",2400 HASTE ST,Berkeley,CA,Friday,37.865849,-122.259977,18/08/2017 6:30
202,17020165,DOMESTIC VIOLENCE,FAMILY OFFENSE,5,"2000 VIRGINIA ST
Berkeley, CA
(37.876297, -122.27124)",2000 VIRGINIA ST,Berkeley,CA,Friday,37.876297,-122.27124,7/4/2017 8:30
203,17050315,BURGLARY AUTO,BURGLARY - VEHICLE,5,"900 UNIVERSITY AVE
Berkeley, CA
(37.868273, -122.295963)",900 UNIVERSITY AVE,Berkeley,CA,Friday,37.868273,-122.295963,25/08/2017 11:36
204,17020005,ASSAULT/BATTERY MISD.,ASSAULT,1,"SHATTUCK AVENUE &amp; KITTREDGE ST
Berkeley, CA
(37.868512, -122.26781)",SHATTUCK AVENUE & KITTREDGE ST,Berkeley,CA,Monday,37.868512,-122.26781,10/4/2017 18:28
205,17039355,THEFT MISD. (UNDER $950),LARCENY,5,"3000 SHATTUCK AVE
Berkeley, CA
(37.855026, -122.266475)",3000 SHATTUCK AVE,Berkeley,CA,Friday,37.855026,-122.266475,7/7/2017 8:00
206,17039277,DOMESTIC VIOLENCE,FAMILY OFFENSE,2,"2300 WARRING ST
Berkeley, CA
(37.869137, -122.250908)",2300 WARRING ST,Berkeley,CA,Tuesday,37.869137,-122.250908,4/7/2017 16:00
207,17036774,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,0,"2800 WOOLSEY ST
Berkeley, CA
(37.854137, -122.251007)",2800 WOOLSEY ST,Berkeley,CA,Sunday,37.854137,-122.251007,25/06/2017 21:09
208,17031121,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,3,"3100 COLLEGE AVE
Berkeley, CA
(37.853665, -122.252715)",3100 COLLEGE AVE,Berkeley,CA,Wednesday,37.853665,-122.252715,31/05/2017 11:00
209,17090784,IDENTITY THEFT,FRAUD,3,"2400 WOOLSEY ST
Berkeley, CA
(37.853218, -122.258076)",2400 WOOLSEY ST,Berkeley,CA,Wednesday,37.853218,-122.258076,19/04/2017 16:50
210,17034192,VANDALISM,VANDALISM,3,"1200 ASHBY AVE
Berkeley, CA
(37.852211, -122.286336)",1200 ASHBY AVE,Berkeley,CA,Wednesday,37.852211,-122.286336,14/06/2017 15:15
211,17018444,BURGLARY AUTO,BURGLARY - VEHICLE,0,"DURANT AVENUE &amp; ELLSWORTH ST
Berkeley, CA
(37.867221, -122.263531)",DURANT AVENUE & ELLSWORTH ST,Berkeley,CA,Sunday,37.867221,-122.263531,2/4/2017 19:30
212,17033732,DISTURBANCE,DISORDERLY CONDUCT,1,"1500 SOLANO AVE
Berkeley, CA
(37.890928, -122.287251)",1500 SOLANO AVE,Berkeley,CA,Monday,37.890928,-122.287251,12/6/2017 14:46
213,17038762,THEFT FELONY (OVER $950),LARCENY,2,"UNIVERSITY AVENUE &amp; SEAWALL DR
Berkeley, CA
(37.863045, -122.317348)",UNIVERSITY AVENUE & SEAWALL DR,Berkeley,CA,Tuesday,37.863045,-122.317348,4/7/2017 21:30
214,17016752,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,6,"2200 SHATTUCK AVE
Berkeley, CA
(37.869363, -122.268028)",2200 SHATTUCK AVE,Berkeley,CA,Saturday,37.869363,-122.268028,25/03/2017 21:48
215,17037428,NARCOTICS,DRUG VIOLATION,4,"M L KING JR WAY &amp; 61ST ST
Berkeley, CA
",M L KING JR WAY & 61ST ST,Berkeley,CA,Thursday,,,29/06/2017 0:23
216,17090719,VANDALISM,VANDALISM,2,"2900 SEVENTH ST
Berkeley, CA
(37.852822, -122.291677)",2900 SEVENTH ST,Berkeley,CA,Tuesday,37.852822,-122.291677,11/4/2017 13:15
217,17023039,FRAUD/FORGERY,FRAUD,1,"2500 LE CONTE AVE
Berkeley, CA
(37.876965, -122.260544)",2500 LE CONTE AVE,Berkeley,CA,Monday,37.876965,-122.260544,24/04/2017 15:30
218,17030919,ROBBERY,ROBBERY,2,"3000 HILLEGASS AVE
Berkeley, CA
(37.855651, -122.255006)",3000 HILLEGASS AVE,Berkeley,CA,Tuesday,37.855651,-122.255006,30/05/2017 21:34
219,17091062,THEFT MISD. (UNDER $950),LARCENY,0,"2300 SHATTUCK AVE
Berkeley, CA
(37.867176, -122.267802)",2300 SHATTUCK AVE,Berkeley,CA,Sunday,37.867176,-122.267802,4/6/2017 0:05
220,17024363,THEFT MISD. (UNDER $950),LARCENY,1,"1300 BAY VIEW PL
Berkeley, CA
(37.88434, -122.262685)",1300 BAY VIEW PL,Berkeley,CA,Monday,37.88434,-122.262685,1/5/2017 13:57
221,17091435,THEFT MISD. (UNDER $950),LARCENY,1,"400 GILMAN
Berkeley, CA
(37.877715, -122.309618)",400 GILMAN,Berkeley,CA,Monday,37.877715,-122.309618,24/07/2017 20:00
222,17039390,DISTURBANCE,DISORDERLY CONDUCT,5,"2400 SHATTUCK AVE
Berkeley, CA
(37.865772, -122.267643)",2400 SHATTUCK AVE,Berkeley,CA,Friday,37.865772,-122.267643,7/7/2017 22:47
223,17090701,BURGLARY AUTO,BURGLARY - VEHICLE,5,"2600 DWIGHT WAY
Berkeley, CA
(37.86542, -122.25618)",2600 DWIGHT WAY,Berkeley,CA,Friday,37.86542,-122.25618,7/4/2017 12:00
224,17040811,ROBBERY,ROBBERY,5,"2000 FOURTH ST
Berkeley, CA
(37.867026, -122.299737)",2000 FOURTH ST,Berkeley,CA,Friday,37.867026,-122.299737,14/07/2017 6:45
225,17014516,THEFT FELONY (OVER $950),LARCENY,1,"2700 HILLEGASS AVE
Berkeley, CA
(37.861672, -122.255992)",2700 HILLEGASS AVE,Berkeley,CA,Monday,37.861672,-122.255992,13/03/2017 14:30
226,17038619,THEFT FELONY (OVER $950),LARCENY,5,"500 VISTAMONT AVE
Berkeley, CA
(37.903252, -122.267456)",500 VISTAMONT AVE,Berkeley,CA,Friday,37.903252,-122.267456,5/5/2017 9:00
227,17025643,BURGLARY AUTO,BURGLARY - VEHICLE,6,"900 CARLETON ST
Berkeley, CA
(37.856948, -122.293014)",900 CARLETON ST,Berkeley,CA,Saturday,37.856948,-122.293014,6/5/2017 20:00
228,17091214,BURGLARY AUTO,BURGLARY - VEHICLE,3,"1200 CARRISON ST
Berkeley, CA
(37.851521, -122.28549)",1200 CARRISON ST,Berkeley,CA,Wednesday,37.851521,-122.28549,14/06/2017 22:00
229,17090676,VANDALISM,VANDALISM,0,"MILVIA STREET &amp; BANCROFT WAY
Berkeley, CA
(37.867291, -122.270245)",MILVIA STREET & BANCROFT WAY,Berkeley,CA,Sunday,37.867291,-122.270245,2/4/2017 19:00
230,17016743,THEFT MISD. (UNDER $950),LARCENY,6,"1800 SAN PABLO AVE
Berkeley, CA
(37.871402, -122.292965)",1800 SAN PABLO AVE,Berkeley,CA,Saturday,37.871402,-122.292965,25/03/2017 21:33
231,17040780,ASSAULT/BATTERY MISD.,ASSAULT,5,"DURANT AVENUE &amp; BOWDITCH ST
Berkeley, CA
(37.868103, -122.25672)",DURANT AVENUE & BOWDITCH ST,Berkeley,CA,Friday,37.868103,-122.25672,14/07/2017 0:40
232,17038446,BURGLARY AUTO,BURGLARY - VEHICLE,1,"2600 TELEGRAPH AVE
Berkeley, CA
(37.862927, -122.258784)",2600 TELEGRAPH AVE,Berkeley,CA,Monday,37.862927,-122.258784,3/7/2017 17:06
233,17091454,BURGLARY AUTO,BURGLARY - VEHICLE,3,"2300 BANCROFT WAY
Berkeley, CA
(37.868199, -122.263253)",2300 BANCROFT WAY,Berkeley,CA,Wednesday,37.868199,-122.263253,26/07/2017 20:40
234,17028211,BURGLARY AUTO,BURGLARY - VEHICLE,4,"SHATTUCK AVENUE &amp; CENTER ST
Berkeley, CA
(37.870346, -122.267796)",SHATTUCK AVENUE & CENTER ST,Berkeley,CA,Thursday,37.870346,-122.267796,18/05/2017 15:30
235,17090725,BURGLARY AUTO,BURGLARY - VEHICLE,1,"2700 PRINCE ST
Berkeley, CA
(37.85489, -122.252564)",2700 PRINCE ST,Berkeley,CA,Monday,37.85489,-122.252564,27/03/2017 8:00
236,17040842,FRAUD/FORGERY,FRAUD,4,"200 UNIVERSITY AVE
Berkeley, CA
(37.865491, -122.310065)",200 UNIVERSITY AVE,Berkeley,CA,Thursday,37.865491,-122.310065,29/06/2017 17:00
237,17024528,SEXUAL ASSAULT FEL.,SEX CRIME,2,"1000 MONTEREY AVE
Berkeley, CA
(37.886906, -122.279038)",1000 MONTEREY AVE,Berkeley,CA,Tuesday,37.886906,-122.279038,2/5/2017 2:30
