ID,CASENO,OFFENSE,CVLEGEND,CVDOW,Block_Location,BLKADDR,City,State,Day,Lat,Lon,timestamp
662,17042661,BURGLARY AUTO,BURGLARY - VEHICLE,5,"2200 DWIGHT WAY
Berkeley, CA
(37.864238, -122.265263)",2200 DWIGHT WAY,Berkeley,CA,Friday,37.864238,-122.265263,21/07/2017 19:00
663,17025434,NARCOTICS,DRUG VIOLATION,6,"GRAYSON STREET &amp; SEVENTH ST
Berkeley, CA
(37.855294, -122.292475)",GRAYSON STREET & SEVENTH ST,Berkeley,CA,Saturday,37.855294,-122.292475,6/5/2017 0:28
664,17090872,VANDALISM,VANDALISM,3,"1400 SIXTH ST
Berkeley, CA
(37.877417, -122.300713)",1400 SIXTH ST,Berkeley,CA,Wednesday,37.877417,-122.300713,26/04/2017 15:05
665,17090889,IDENTITY THEFT,FRAUD,2,"1700 MCGEE AVE
Berkeley, CA
(37.875426, -122.278057)",1700 MCGEE AVE,Berkeley,CA,Tuesday,37.875426,-122.278057,9/5/2017 16:50
666,17020730,ASSAULT/BATTERY MISD.,ASSAULT,5,"1400 SIXTH ST
Berkeley, CA
(37.877417, -122.300713)",1400 SIXTH ST,Berkeley,CA,Friday,37.877417,-122.300713,14/04/2017 14:10
667,17018724,VEHICLE STOLEN,MOTOR VEHICLE THEFT,0,"1500 TYLER ST
Berkeley, CA
(37.852422, -122.278571)",1500 TYLER ST,Berkeley,CA,Sunday,37.852422,-122.278571,19/03/2017 8:00
668,17012566,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1,"UNIVERSITY AVENUE &amp; ACTON ST
Berkeley, CA
(37.870054, -122.284263)",UNIVERSITY AVENUE & ACTON ST,Berkeley,CA,Monday,37.870054,-122.284263,6/3/2017 2:07
669,17091311,THEFT MISD. (UNDER $950),LARCENY,0,"1900 HEARST AVE
Berkeley, CA
(37.873327, -122.273214)",1900 HEARST AVE,Berkeley,CA,Sunday,37.873327,-122.273214,2/7/2017 0:00
670,17038202,THEFT FROM AUTO,LARCENY - FROM VEHICLE,4,"M L KING JR WAY &amp; DELAWARE ST
Berkeley, CA
",M L KING JR WAY & DELAWARE ST,Berkeley,CA,Thursday,,,29/06/2017 19:00
671,17031036,DOMESTIC VIOLENCE,FAMILY OFFENSE,3,"2200 SHATTUCK AVE
Berkeley, CA
(37.869363, -122.268028)",2200 SHATTUCK AVE,Berkeley,CA,Wednesday,37.869363,-122.268028,31/05/2017 14:33
672,17023721,NARCOTICS,DRUG VIOLATION,5,"1900 SACRAMENTO ST
Berkeley, CA
(37.871713, -122.282185)",1900 SACRAMENTO ST,Berkeley,CA,Friday,37.871713,-122.282185,28/04/2017 23:28
673,17090689,BURGLARY AUTO,BURGLARY - VEHICLE,4,"BANCROFT WAY &amp; ELLSWORTH ST
Berkeley, CA
(37.86814, -122.263736)",BANCROFT WAY & ELLSWORTH ST,Berkeley,CA,Thursday,37.86814,-122.263736,6/4/2017 18:00
674,17041616,ASSAULT/BATTERY MISD.,ASSAULT,1,"2000 CENTER ST
Berkeley, CA
(37.869973, -122.270557)",2000 CENTER ST,Berkeley,CA,Monday,37.869973,-122.270557,17/07/2017 20:02
675,17024707,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,3,"1100 OXFORD ST
Berkeley, CA
(37.88878, -122.267659)",1100 OXFORD ST,Berkeley,CA,Wednesday,37.88878,-122.267659,12/4/2017 12:00
676,17041016,BURGLARY AUTO,BURGLARY - VEHICLE,5,"1600 BLAKE ST
Berkeley, CA
(37.861653, -122.278529)",1600 BLAKE ST,Berkeley,CA,Friday,37.861653,-122.278529,14/07/2017 22:00
677,17091068,THEFT FELONY (OVER $950),LARCENY,6,"FULTON STREET &amp; KITTREDGE ST
Berkeley, CA
(37.868706, -122.266279)",FULTON STREET & KITTREDGE ST,Berkeley,CA,Saturday,37.868706,-122.266279,3/6/2017 14:30
678,17043776,BURGLARY AUTO,BURGLARY - VEHICLE,4,"DURANT AVENUE &amp; TELEGRAPH AVE
Berkeley, CA
(37.867816, -122.258994)",DURANT AVENUE & TELEGRAPH AVE,Berkeley,CA,Thursday,37.867816,-122.258994,27/07/2017 23:00
679,17034337,BURGLARY AUTO,BURGLARY - VEHICLE,3,"2300 SACRAMENTO ST
Berkeley, CA
(37.865816, -122.281601)",2300 SACRAMENTO ST,Berkeley,CA,Wednesday,37.865816,-122.281601,14/06/2017 18:00
680,17042842,BURGLARY AUTO,BURGLARY - VEHICLE,6,"1700 SHATTUCK AVE
Berkeley, CA
(37.876307, -122.268923)",1700 SHATTUCK AVE,Berkeley,CA,Saturday,37.876307,-122.268923,22/07/2017 20:30
681,17033841,ROBBERY,ROBBERY,2,"TELEGRAPH AVENUE &amp; PARKER ST
Berkeley, CA
(37.863272, -122.258656)",TELEGRAPH AVENUE & PARKER ST,Berkeley,CA,Tuesday,37.863272,-122.258656,13/06/2017 0:40
682,17043777,NARCOTICS,DRUG VIOLATION,5,"2500 DURANT AVE
Berkeley, CA
(37.867852, -122.258699)",2500 DURANT AVE,Berkeley,CA,Friday,37.867852,-122.258699,28/07/2017 0:57
683,17024618,ASSAULT/BATTERY FEL.,ASSAULT,2,"100 SEAWALL DR
Berkeley, CA
(37.863611, -122.317566)",100 SEAWALL DR,Berkeley,CA,Tuesday,37.863611,-122.317566,2/5/2017 13:54
684,17012807,VANDALISM,VANDALISM,1,"1700 ALCATRAZ AVE
Berkeley, CA
(37.848534, -122.272999)",1700 ALCATRAZ AVE,Berkeley,CA,Monday,37.848534,-122.272999,6/3/2017 23:00
685,17090688,THEFT MISD. (UNDER $950),LARCENY,5,"1500 MILVIA ST
Berkeley, CA
(37.879689, -122.271614)",1500 MILVIA ST,Berkeley,CA,Friday,37.879689,-122.271614,7/4/2017 9:45
686,17090999,BURGLARY AUTO,BURGLARY - VEHICLE,4,"2300 FOURTH ST
Berkeley, CA
(37.862844, -122.298368)",2300 FOURTH ST,Berkeley,CA,Thursday,37.862844,-122.298368,25/05/2017 13:30
687,17027296,VANDALISM,VANDALISM,6,"CHANNING WAY &amp; WARRING ST
Berkeley, CA
(37.867919, -122.250841)",CHANNING WAY & WARRING ST,Berkeley,CA,Saturday,37.867919,-122.250841,13/05/2017 21:45
688,17090544,IDENTITY THEFT,FRAUD,1,"1800 CURTIS ST
Berkeley, CA
(37.872104, -122.289812)",1800 CURTIS ST,Berkeley,CA,Monday,37.872104,-122.289812,13/03/2017 13:45
689,17036875,THEFT MISD. (UNDER $950),LARCENY,1,"2800 ADELINE ST
Berkeley, CA
(37.858079, -122.268016)",2800 ADELINE ST,Berkeley,CA,Monday,37.858079,-122.268016,26/06/2017 12:34
690,17091556,IDENTITY THEFT,FRAUD,1,"2900 SHATTUCK AVE
Berkeley, CA
(37.855523, -122.266529)",2900 SHATTUCK AVE,Berkeley,CA,Monday,37.855523,-122.266529,7/8/2017 16:20
691,17043618,ROBBERY,ROBBERY,4,"1800 UNIVERSITY AVE
Berkeley, CA
(37.871246, -122.274991)",1800 UNIVERSITY AVE,Berkeley,CA,Thursday,37.871246,-122.274991,27/07/2017 8:30
692,17019615,VANDALISM,VANDALISM,6,"800 POTTER ST
Berkeley, CA
(37.851255, -122.292509)",800 POTTER ST,Berkeley,CA,Saturday,37.851255,-122.292509,8/4/2017 10:45
693,17090929,BURGLARY AUTO,BURGLARY - VEHICLE,0,"2200 BANCROFT WAY
Berkeley, CA
(37.867871, -122.26565)",2200 BANCROFT WAY,Berkeley,CA,Sunday,37.867871,-122.26565,14/05/2017 21:20
694,17091387,IDENTITY THEFT,FRAUD,4,"1600 DELAWARE ST
Berkeley, CA
(37.873343, -122.280086)",1600 DELAWARE ST,Berkeley,CA,Thursday,37.873343,-122.280086,6/7/2017 23:48
695,17091593,THEFT MISD. (UNDER $950),LARCENY,5,"2000 DEL NORTE ST
Berkeley, CA
(37.889017, -122.272389)",2000 DEL NORTE ST,Berkeley,CA,Friday,37.889017,-122.272389,28/07/2017 10:00
696,17025718,NARCOTICS,DRUG VIOLATION,0,"UNIVERSITY AVENUE &amp; W FRONTAGE RD
Berkeley, CA
(37.866265, -122.305592)",UNIVERSITY AVENUE & W FRONTAGE RD,Berkeley,CA,Sunday,37.866265,-122.305592,7/5/2017 2:45
697,17022871,DISTURBANCE,DISORDERLY CONDUCT,1,"2100 SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AVE,Berkeley,CA,Monday,37.871167,-122.268285,24/04/2017 17:42
698,17019550,VEHICLE STOLEN,MOTOR VEHICLE THEFT,4,"1200 CARRISON ST
Berkeley, CA
(37.851521, -122.28549)",1200 CARRISON ST,Berkeley,CA,Thursday,37.851521,-122.28549,6/4/2017 0:30
699,17023250,VEHICLE STOLEN,MOTOR VEHICLE THEFT,6,"WHEELER STREET &amp; ESSEX ST
Berkeley, CA
(37.854088, -122.264286)",WHEELER STREET & ESSEX ST,Berkeley,CA,Saturday,37.854088,-122.264286,22/04/2017 2:26
700,17045420,FRAUD/FORGERY,FRAUD,4,"2000 FOURTH ST
Berkeley, CA
(37.867026, -122.299737)",2000 FOURTH ST,Berkeley,CA,Thursday,37.867026,-122.299737,27/04/2017 19:58
701,17090864,BURGLARY AUTO,BURGLARY - VEHICLE,1,"2400 WEBSTER ST
Berkeley, CA
(37.855199, -122.259768)",2400 WEBSTER ST,Berkeley,CA,Monday,37.855199,-122.259768,1/5/2017 11:00
702,17026423,THEFT FELONY (OVER $950),LARCENY,3,"1900 FOURTH ST
Berkeley, CA
(37.868281, -122.300102)",1900 FOURTH ST,Berkeley,CA,Wednesday,37.868281,-122.300102,10/5/2017 14:20
703,17035771,THEFT FELONY (OVER $950),LARCENY,2,"100 UNIVERSITY AVE
Berkeley, CA
(37.86331, -122.316113)",100 UNIVERSITY AVE,Berkeley,CA,Tuesday,37.86331,-122.316113,20/06/2017 17:00
704,17014528,DISTURBANCE,DISORDERLY CONDUCT,3,"2600 BENVENUE AVE
Berkeley, CA
(37.863522, -122.254992)",2600 BENVENUE AVE,Berkeley,CA,Wednesday,37.863522,-122.254992,15/03/2017 12:30
705,17035830,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,5,"1000 CHANNING WAY
Berkeley, CA
(37.862462, -122.292149)",1000 CHANNING WAY,Berkeley,CA,Friday,37.862462,-122.292149,16/06/2017 15:00
706,17091667,THEFT MISD. (UNDER $950),LARCENY,4,"900 HILLDALE AVE
Berkeley, CA
(37.895849, -122.263428)",900 HILLDALE AVE,Berkeley,CA,Thursday,37.895849,-122.263428,17/08/2017 16:00
707,17018123,THEFT FELONY (OVER $950),LARCENY,6,"2300 TELEGRAPH AVE
Berkeley, CA
(37.868714, -122.259189)",2300 TELEGRAPH AVE,Berkeley,CA,Saturday,37.868714,-122.259189,1/4/2017 12:10
708,17017974,NARCOTICS,DRUG VIOLATION,5,"SHATTUCK AVENUE &amp; ADDISON ST
Berkeley, CA
(37.871167, -122.268285)",SHATTUCK AVENUE & ADDISON ST,Berkeley,CA,Friday,37.871167,-122.268285,31/03/2017 19:27
709,17090630,BURGLARY AUTO,BURGLARY - VEHICLE,1,"100 SEAWALL DR
Berkeley, CA
(37.863611, -122.317566)",100 SEAWALL DR,Berkeley,CA,Monday,37.863611,-122.317566,27/03/2017 12:25
710,17090720,BURGLARY AUTO,BURGLARY - VEHICLE,2,"2400 BONAR ST
Berkeley, CA
(37.863241, -122.286176)",2400 BONAR ST,Berkeley,CA,Tuesday,37.863241,-122.286176,11/4/2017 0:55
711,17090945,THEFT FELONY (OVER $950),LARCENY,2,"1600 BONITA AVE
Berkeley, CA
(37.877983, -122.272558)",1600 BONITA AVE,Berkeley,CA,Tuesday,37.877983,-122.272558,16/05/2017 18:25
712,17045173,BURGLARY AUTO,BURGLARY - VEHICLE,4,"1300 SAN PABLO AVE
Berkeley, CA
(37.880262, -122.295809)",1300 SAN PABLO AVE,Berkeley,CA,Thursday,37.880262,-122.295809,3/8/2017 11:55
713,17023350,THEFT FELONY (OVER $950),LARCENY,4,"2700 RUSSELL ST
Berkeley, CA
(37.858518, -122.252653)",2700 RUSSELL ST,Berkeley,CA,Thursday,37.858518,-122.252653,27/04/2017 10:50
714,17091119,BURGLARY AUTO,BURGLARY - VEHICLE,1,"200 PARNASSUS RD
Berkeley, CA
",200 PARNASSUS RD,Berkeley,CA,Monday,,,12/6/2017 21:00
715,17026094,THEFT FELONY (OVER $950),LARCENY,1,"2600 DURANT AVE
Berkeley, CA
(37.868164, -122.256314)",2600 DURANT AVE,Berkeley,CA,Monday,37.868164,-122.256314,8/5/2017 17:00
716,17032780,VEHICLE STOLEN,MOTOR VEHICLE THEFT,4,"2300 PARKER ST
Berkeley, CA
(37.862763, -122.262639)",2300 PARKER ST,Berkeley,CA,Thursday,37.862763,-122.262639,8/6/2017 2:10
717,17090563,THEFT MISD. (UNDER $950),LARCENY,5,"TELEGRAPH AVENUE &amp;CHANNING WAY
Berkeley, CA
",TELEGRAPH AVENUE &CHANNING WAY,Berkeley,CA,Friday,,,10/3/2017 19:40
718,17049926,VANDALISM,VANDALISM,3,"3300 ADELINE ST
Berkeley, CA
(37.84827, -122.271788)",3300 ADELINE ST,Berkeley,CA,Wednesday,37.84827,-122.271788,23/08/2017 19:25
719,17035998,DISTURBANCE,DISORDERLY CONDUCT,4,"2200 VIRGINIA ST
Berkeley, CA
(37.876881, -122.266666)",2200 VIRGINIA ST,Berkeley,CA,Thursday,37.876881,-122.266666,22/06/2017 17:05
720,17017229,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1,"900 ASHBY AVE
Berkeley, CA
(37.851017, -122.291088)",900 ASHBY AVE,Berkeley,CA,Monday,37.851017,-122.291088,27/03/2017 21:00
721,17091474,BURGLARY AUTO,BURGLARY - VEHICLE,6,"2600 DWIGHT WAY
Berkeley, CA
(37.86542, -122.25618)",2600 DWIGHT WAY,Berkeley,CA,Saturday,37.86542,-122.25618,29/07/2017 23:00
722,17015848,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2,"M L KING JR WAY &amp; UNIVERSITY AVE
Berkeley, CA
",M L KING JR WAY & UNIVERSITY AVE,Berkeley,CA,Tuesday,,,21/03/2017 19:02
723,17029703,ASSAULT/BATTERY MISD.,ASSAULT,1,"1900 ALLSTON WAY
Berkeley, CA
(37.868785, -122.272701)",1900 ALLSTON WAY,Berkeley,CA,Monday,37.868785,-122.272701,22/05/2017 13:52
724,17036936,DISTURBANCE,DISORDERLY CONDUCT,1,"Berkeley, CA
(37.869058, -122.270455)",,Berkeley,CA,Monday,37.869058,-122.270455,26/06/2017 18:24
725,17047850,BURGLARY AUTO,BURGLARY - VEHICLE,1,"500 WHITAKER AVE
Berkeley, CA
",500 WHITAKER AVE,Berkeley,CA,Monday,,,14/08/2017 18:30
726,17012692,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1,"VINE STREET &amp; WALNUT ST
Berkeley, CA
(37.880376, -122.268183)",VINE STREET & WALNUT ST,Berkeley,CA,Monday,37.880376,-122.268183,6/3/2017 18:00
727,17042935,THEFT MISD. (UNDER $950),LARCENY,0,"2100 SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AVE,Berkeley,CA,Sunday,37.871167,-122.268285,23/07/2017 21:30
728,17017105,FRAUD/FORGERY,FRAUD,1,"2300 SHATTUCK AVE
Berkeley, CA
(37.867176, -122.267802)",2300 SHATTUCK AVE,Berkeley,CA,Monday,37.867176,-122.267802,27/03/2017 15:40
729,17024542,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1,"GRIZZLY PEAK BOULEVARD &amp; SPRUCE ST
Berkeley, CA
(37.904331, -122.269512)",GRIZZLY PEAK BOULEVARD & SPRUCE ST,Berkeley,CA,Monday,37.904331,-122.269512,1/5/2017 17:00
730,17013542,ROBBERY,ROBBERY,5,"2100 SAN PABLO AVE
Berkeley, CA
(37.867533, -122.291719)",2100 SAN PABLO AVE,Berkeley,CA,Friday,37.867533,-122.291719,10/3/2017 22:45
731,17090627,THEFT MISD. (UNDER $950),LARCENY,0,"3000 DEAKIN ST
Berkeley, CA
(37.855671, -122.262461)",3000 DEAKIN ST,Berkeley,CA,Sunday,37.855671,-122.262461,26/03/2017 8:00
732,17091595,THEFT MISD. (UNDER $950),LARCENY,5,"1700 SIXTY-THIRD ST
Berkeley, CA
",1700 SIXTY-THIRD ST,Berkeley,CA,Friday,,,11/8/2017 18:00
733,17025402,DISTURBANCE,DISORDERLY CONDUCT,5,"800 BOLIVAR DR
Berkeley, CA
",800 BOLIVAR DR,Berkeley,CA,Friday,,,5/5/2017 22:37
734,17018314,BURGLARY AUTO,BURGLARY - VEHICLE,0,"400 GILMAN ST
Berkeley, CA
(37.877715, -122.309618)",400 GILMAN ST,Berkeley,CA,Sunday,37.877715,-122.309618,2/4/2017 9:00
735,17030374,BURGLARY AUTO,BURGLARY - VEHICLE,6,"1100 UNIVERSITY AVE
Berkeley, CA
(37.869067, -122.292043)",1100 UNIVERSITY AVE,Berkeley,CA,Saturday,37.869067,-122.292043,27/05/2017 0:00
736,17042384,DISTURBANCE,DISORDERLY CONDUCT,5,"2800 SACRAMENTO ST
Berkeley, CA
(37.856792, -122.279845)",2800 SACRAMENTO ST,Berkeley,CA,Friday,37.856792,-122.279845,21/07/2017 9:09
737,17014578,ASSAULT/BATTERY MISD.,ASSAULT,4,"2300 ELLSWORTH ST
Berkeley, CA
(37.867972, -122.263699)",2300 ELLSWORTH ST,Berkeley,CA,Thursday,37.867972,-122.263699,16/03/2017 0:50
738,17032226,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1,"1300 BERKELEY WAY
Berkeley, CA
(37.870592, -122.286613)",1300 BERKELEY WAY,Berkeley,CA,Monday,37.870592,-122.286613,5/6/2017 2:30
739,17043778,BURGLARY AUTO,BURGLARY - VEHICLE,4,"2200 SHATTUCK AVE
Berkeley, CA
(37.869363, -122.268028)",2200 SHATTUCK AVE,Berkeley,CA,Thursday,37.869363,-122.268028,27/07/2017 0:08
740,17032457,ASSAULT/BATTERY FEL.,ASSAULT,2,"UNIVERSITY AVENUE &amp; SECOND ST
Berkeley, CA
(37.866981, -122.302083)",UNIVERSITY AVENUE & SECOND ST,Berkeley,CA,Tuesday,37.866981,-122.302083,6/6/2017 20:48
741,17028037,GUN/WEAPON,WEAPONS OFFENSE,3,"1200 ASHBY AVE
Berkeley, CA
(37.852211, -122.286336)",1200 ASHBY AVE,Berkeley,CA,Wednesday,37.852211,-122.286336,17/05/2017 23:30
742,17033078,ROBBERY,ROBBERY,5,"2100 SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AVE,Berkeley,CA,Friday,37.871167,-122.268285,9/6/2017 12:51
743,17038779,THEFT MISD. (UNDER $950),LARCENY,3,"2000 UNIVERSITY AVE
Berkeley, CA
(37.871828, -122.270516)",2000 UNIVERSITY AVE,Berkeley,CA,Wednesday,37.871828,-122.270516,5/7/2017 11:06
744,17037129,THEFT MISD. (UNDER $950),LARCENY,3,"1900 WOOLSEY ST
Berkeley, CA
(37.851921, -122.269813)",1900 WOOLSEY ST,Berkeley,CA,Wednesday,37.851921,-122.269813,7/6/2017 18:00
745,17047094,THEFT MISD. (UNDER $950),LARCENY,1,"1300 SPRUCE ST
Berkeley, CA
(37.883973, -122.266323)",1300 SPRUCE ST,Berkeley,CA,Monday,37.883973,-122.266323,7/8/2017 16:00
746,17039388,NARCOTICS,DRUG VIOLATION,5,"M L KING JR WAY &amp; HEARST AVE
Berkeley, CA
",M L KING JR WAY & HEARST AVE,Berkeley,CA,Friday,,,7/7/2017 22:29
747,17022836,DISTURBANCE,DISORDERLY CONDUCT,1,"THE ALAMEDA &amp; SOLANO AVE
Berkeley, CA
(37.891441, -122.277078)",THE ALAMEDA & SOLANO AVE,Berkeley,CA,Monday,37.891441,-122.277078,24/04/2017 16:40
748,17049196,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,0,"2600 WARRING ST
Berkeley, CA
(37.863934, -122.250262)",2600 WARRING ST,Berkeley,CA,Sunday,37.863934,-122.250262,20/08/2017 21:03
749,17036086,DISTURBANCE,DISORDERLY CONDUCT,5,"1900 BERKELEY WAY
Berkeley, CA
(37.87247, -122.273021)",1900 BERKELEY WAY,Berkeley,CA,Friday,37.87247,-122.273021,23/06/2017 0:55
750,17031724,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,5,"1900 ADDISON ST
Berkeley, CA
(37.870639, -122.272468)",1900 ADDISON ST,Berkeley,CA,Friday,37.870639,-122.272468,2/6/2017 9:54
751,17038700,BURGLARY AUTO,BURGLARY - VEHICLE,2,"600 UNIVERSITY AVE
Berkeley, CA
(37.866976, -122.30251)",600 UNIVERSITY AVE,Berkeley,CA,Tuesday,37.866976,-122.30251,4/7/2017 17:30
752,17019347,THEFT FELONY (OVER $950),LARCENY,5,"2800 TELEGRAPH AVE
Berkeley, CA
(37.859309, -122.259291)",2800 TELEGRAPH AVE,Berkeley,CA,Friday,37.859309,-122.259291,7/4/2017 15:00
753,17038629,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2,"700 PARKSIDE DR
Berkeley, CA
",700 PARKSIDE DR,Berkeley,CA,Tuesday,,,4/7/2017 13:00
754,17035552,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1,"2100 DELAWARE ST
Berkeley, CA
(37.874793, -122.268639)",2100 DELAWARE ST,Berkeley,CA,Monday,37.874793,-122.268639,29/05/2017 8:00
755,17036969,THEFT FELONY (OVER $950),LARCENY,0,"1600 WOOLSEY ST
Berkeley, CA
(37.850899, -122.276174)",1600 WOOLSEY ST,Berkeley,CA,Sunday,37.850899,-122.276174,25/06/2017 12:00
756,17049072,ASSAULT/BATTERY MISD.,ASSAULT,0,"DURANT AVENUE &amp; BOWDITCH ST
Berkeley, CA
(37.868103, -122.25672)",DURANT AVENUE & BOWDITCH ST,Berkeley,CA,Sunday,37.868103,-122.25672,20/08/2017 2:00
757,17037301,DISTURBANCE,DISORDERLY CONDUCT,1,"1500 RUSSELL ST
Berkeley, CA
(37.8549, -122.27945)",1500 RUSSELL ST,Berkeley,CA,Monday,37.8549,-122.27945,12/6/2017 13:30
758,17090561,BURGLARY AUTO,BURGLARY - VEHICLE,4,"1800 FOURTH ST
Berkeley, CA
(37.869944, -122.300636)",1800 FOURTH ST,Berkeley,CA,Thursday,37.869944,-122.300636,16/03/2017 12:45
759,17019908,VEHICLE STOLEN,MOTOR VEHICLE THEFT,6,"2600 TELEGRAPH AVE
Berkeley, CA
(37.862927, -122.258784)",2600 TELEGRAPH AVE,Berkeley,CA,Saturday,37.862927,-122.258784,8/4/2017 17:00
760,17016517,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,5,"1900 M L KING JR WAY
Berkeley, CA
",1900 M L KING JR WAY,Berkeley,CA,Friday,,,24/03/2017 18:50
761,17091635,BURGLARY AUTO,BURGLARY - VEHICLE,5,"1715 63RD STREET UPPER
Berkeley, CA
(37.847654, -122.272651)",1715 63RD STREET UPPER,Berkeley,CA,Friday,37.847654,-122.272651,18/08/2017 0:05
762,17040401,VEHICLE STOLEN,MOTOR VEHICLE THEFT,3,"OREGON STREET &amp; MCGEE AVE
Berkeley, CA
(37.856572, -122.275241)",OREGON STREET & MCGEE AVE,Berkeley,CA,Wednesday,37.856572,-122.275241,12/7/2017 0:30
763,17091515,BURGLARY AUTO,BURGLARY - VEHICLE,1,"2000 DURANT AVE
Berkeley, CA
(37.866426, -122.269762)",2000 DURANT AVE,Berkeley,CA,Monday,37.866426,-122.269762,31/07/2017 11:40
764,17020397,BURGLARY AUTO,BURGLARY - VEHICLE,3,"UNIVERSITY AVENUE &amp; SEAWALL DR
Berkeley, CA
(37.863045, -122.317348)",UNIVERSITY AVENUE & SEAWALL DR,Berkeley,CA,Wednesday,37.863045,-122.317348,12/4/2017 18:30
765,17021948,THEFT MISD. (UNDER $950),LARCENY,6,"1800 SOLANO AVE
Berkeley, CA
(37.891332, -122.279975)",1800 SOLANO AVE,Berkeley,CA,Saturday,37.891332,-122.279975,15/04/2017 0:01
766,17017437,VANDALISM,VANDALISM,1,"1300 DELAWARE ST
Berkeley, CA
(37.872499, -122.286632)",1300 DELAWARE ST,Berkeley,CA,Monday,37.872499,-122.286632,27/03/2017 11:00
767,17090774,THEFT MISD. (UNDER $950),LARCENY,2,"1300 SIXTY-SIXTH ST
Berkeley, CA
",1300 SIXTY-SIXTH ST,Berkeley,CA,Tuesday,,,18/04/2017 9:00
768,17016810,DISTURBANCE,DISORDERLY CONDUCT,0,"2200 OXFORD ST
Berkeley, CA
(37.869625, -122.265892)",2200 OXFORD ST,Berkeley,CA,Sunday,37.869625,-122.265892,26/03/2017 4:34
769,17049239,ROBBERY,ROBBERY,1,"UNIVERSITY AVENUE &amp; OXFORD ST
Berkeley, CA
(37.872485, -122.266001)",UNIVERSITY AVENUE & OXFORD ST,Berkeley,CA,Monday,37.872485,-122.266001,21/08/2017 2:18
770,17090697,THEFT MISD. (UNDER $950),LARCENY,4,"1300 ALCATRAZ AVE
Berkeley, CA
(37.847446, -122.281146)",1300 ALCATRAZ AVE,Berkeley,CA,Thursday,37.847446,-122.281146,6/4/2017 16:08
771,17091231,THEFT MISD. (UNDER $950),LARCENY,1,"2100 CENTER ST
Berkeley, CA
(37.870308, -122.26805)",2100 CENTER ST,Berkeley,CA,Monday,37.870308,-122.26805,26/06/2017 12:30
772,17090997,VANDALISM,VANDALISM,3,"2400 FULTON ST
Berkeley, CA
(37.866037, -122.265618)",2400 FULTON ST,Berkeley,CA,Wednesday,37.866037,-122.265618,17/05/2017 8:00
773,17024293,DISTURBANCE,DISORDERLY CONDUCT,1,"2200 RUSSELL ST
Berkeley, CA
(37.857099, -122.263785)",2200 RUSSELL ST,Berkeley,CA,Monday,37.857099,-122.263785,1/5/2017 7:40
774,17090921,IDENTITY THEFT,FRAUD,3,"900 CEDAR ST
Berkeley, CA
(37.87436, -122.298387)",900 CEDAR ST,Berkeley,CA,Wednesday,37.87436,-122.298387,29/03/2017 11:50
775,17032908,ASSAULT/BATTERY MISD.,ASSAULT,4,"CENTER STREET &amp; OXFORD ST
Berkeley, CA
(37.870583, -122.265956)",CENTER STREET & OXFORD ST,Berkeley,CA,Thursday,37.870583,-122.265956,8/6/2017 18:00
776,17047723,BURGLARY AUTO,BURGLARY - VEHICLE,1,"2300 FOURTH ST
Berkeley, CA
(37.862844, -122.298368)",2300 FOURTH ST,Berkeley,CA,Monday,37.862844,-122.298368,14/08/2017 13:30
777,17036483,THEFT MISD. (UNDER $950),LARCENY,3,"1100 GLEN AVE
Berkeley, CA
(37.887747, -122.264514)",1100 GLEN AVE,Berkeley,CA,Wednesday,37.887747,-122.264514,21/06/2017 8:50
778,17037604,VANDALISM,VANDALISM,4,"1500 UNIVERSITY AVE
Berkeley, CA
(37.870396, -122.281585)",1500 UNIVERSITY AVE,Berkeley,CA,Thursday,37.870396,-122.281585,29/06/2017 9:00
779,17029770,DISTURBANCE,DISORDERLY CONDUCT,5,"2100 MILVIA ST
Berkeley, CA
(37.870603, -122.270612)",2100 MILVIA ST,Berkeley,CA,Friday,37.870603,-122.270612,26/05/2017 0:00
780,17022532,ASSAULT/BATTERY MISD.,ASSAULT,0,"COLLEGE AVENUE &amp; PARKER ST
Berkeley, CA
(37.863938, -122.253735)",COLLEGE AVENUE & PARKER ST,Berkeley,CA,Sunday,37.863938,-122.253735,23/04/2017 1:30
781,17046657,MISSING JUVENILE,MISSING PERSON,1,"1200 FRANCISCO ST
Berkeley, CA
(37.87304, -122.289659)",1200 FRANCISCO ST,Berkeley,CA,Monday,37.87304,-122.289659,7/8/2017 12:00
